epoch;loss;train_auc_scores;train_ave_auc_macro;train_ave_auc_micro;train_ave_auc_weighted;val_auc_scores;val_ave_auc_macro;val_ave_auc_micro;val_ave_auc_weighted;val_loss
23;0.33528178339024894;"""[0.8502030310249633, 0.9490109490346273, 0.8374375241968416, 0.7541074442251254, 0.8549674603550248, 0.7577158808441186, 0.7572252368528657, 0.790947438137377, 0.8160469387681922, 0.8349289929446312, 0.9193709370453557, 0.8375262942503947, 0.7570500238431601, 0.7310312648520969, 0.7863393442467368, 0.8159922497821611, 0.8488015921127012, 0.8107034810366496, 0.743925127331314, 0.8298759611055222, 0.750779559398904, 0.8470992755136514, 0.9286516560690449, 0.8836425775969733, 0.9270316852197193]""";0.824816477031526;0.8601957911576252;0.8113603539353244;"""[0.8057614790393224, 0.9151611844311336, 0.7659770660919907, 0.68871015750594, 0.7641294521786295, 0.7002420691093042, 0.7186852829129345, 0.7107577907702787, 0.7395436745522456, 0.7811780829883134, 0.871942958754311, 0.7842501963603011, 0.7109132319162075, 0.6645871246425628, 0.7563313647435691, 0.7677138794449078, 0.7612414258113873, 0.7329196466513077, 0.692433112815409, 0.7353941413513065, 0.6918963851902252, 0.8104961339364946, 0.8907205380017079, 0.8344361945428168, 0.872341859947972]""";0.7667105773476232;0.8188083819210062;0.7552470576751167;0.3487458800459335
24;0.3346286035276886;"""[0.8501439998792418, 0.9496673366310939, 0.8364807498248437, 0.7561020553084302, 0.8571989771879823, 0.7561683473162185, 0.7606593955839129, 0.794024759218514, 0.8177397307979486, 0.8345272355934249, 0.9220870716205475, 0.8368509082957374, 0.7563589388446148, 0.7310762815575975, 0.7865660909044446, 0.8166541405766622, 0.8525229859491222, 0.8156463900933537, 0.7446977330143401, 0.8296174312060254, 0.7487079628993796, 0.8466843397172436, 0.9283361562305558, 0.8842931963676458, 0.9261869484552714]""";0.8255599665229661;0.8606476306500673;0.811982485631097;"""[0.8056649523428421, 0.9116606697221332, 0.7610355878872777, 0.690456111567979, 0.7699535493321512, 0.6872734332256756, 0.7155253167866954, 0.7057251468247268, 0.7438152344426481, 0.7764710470634237, 0.8803163600817558, 0.7887572755403887, 0.7101649879994278, 0.6659754854176291, 0.751995083358199, 0.7558377319798596, 0.7671963326187502, 0.7316433361205976, 0.6803673255392865, 0.745973003875888, 0.7025719548519983, 0.8091875445725886, 0.8907159258597529, 0.831087628692184, 0.8796038517188045]""";0.7663589950969066;0.8189669931512725;0.7548198601260383;0.34955871441996356
25;0.3342162429715833;"""[0.8480206520534523, 0.9482687129196251, 0.8426397773690913, 0.7582227273037612, 0.8601894984304228, 0.7602466858454526, 0.7604233014560571, 0.7971293021942121, 0.8190460752060285, 0.8379687323071039, 0.9219811161258569, 0.8397708371683426, 0.7602136249852844, 0.7330055593246968, 0.7884403358271217, 0.8194866469140953, 0.857116431853109, 0.8131253074581715, 0.7490734959304083, 0.8337633892876617, 0.7530144473439859, 0.8478764218091505, 0.9287226337046242, 0.885915275352127, 0.9280311442715679]""";0.8276676852976564;0.8625827037749554;0.8139617150482471;"""[0.8061326436820981, 0.9184431596926556, 0.7592016818968236, 0.6846702724837481, 0.7676710704169573, 0.6933532048252221, 0.71885118102227, 0.6997024082624417, 0.7379022609147082, 0.7795692088396357, 0.8757159360018484, 0.7861425730273311, 0.7148658956140896, 0.6664336915917872, 0.7536199344551586, 0.7630872952591792, 0.7642632146765882, 0.7354494905751442, 0.679647685886615, 0.7447065105828179, 0.6990587165414769, 0.8102306870380459, 0.8907810364936983, 0.8277553145867793, 0.8749218024708992]""";0.7660870750735208;0.8180393649580845;0.7547088327753521;0.3489874877354878
26;0.3331112635186595;"""[0.8539790052629084, 0.9517661552171827, 0.8491001726162064, 0.7610067897055295, 0.8647432226707427, 0.7646172657256471, 0.7609421332936792, 0.798795690535705, 0.8219566939176467, 0.8396904236967113, 0.9231476513958474, 0.8443622760665634, 0.7633394579865942, 0.7361083861139807, 0.7907602598798942, 0.8244681469756611, 0.8624395905112964, 0.820696457553723, 0.7508545618959451, 0.8375407738324172, 0.7554024694323763, 0.8522486387664601, 0.9316361668240165, 0.8902021952295034, 0.9294111464736907]""";0.8311686292631971;0.8650747063970335;0.8173058887782712;"""[0.7985916896422769, 0.913989291434973, 0.7647289782530888, 0.686393987412171, 0.7600030348425757, 0.6944217737711977, 0.7110849365326788, 0.7013372184174401, 0.7417022591385733, 0.7754836292953899, 0.8704360439129468, 0.7882148246644113, 0.7141924205863721, 0.6646223561999383, 0.7561859555493187, 0.7603757734487785, 0.7610243025509674, 0.7410458989700611, 0.6916455935041163, 0.7423853504050454, 0.6978873051122074, 0.8078986382651036, 0.8904738099425199, 0.8258553411062539, 0.8678422480896951]""";0.765112906441924;0.8165070691646658;0.753731258671543;0.35129763796198143
27;0.33225882579118776;"""[0.8539228371135956, 0.9524960001118699, 0.8498785448998889, 0.7629972216627815, 0.8684938183292399, 0.7696229931485838, 0.7647719959110744, 0.8010510121984279, 0.8237202292752568, 0.8418732132742945, 0.9235128112074418, 0.8421726266716522, 0.7643601750090647, 0.7395792041236466, 0.7897494588829339, 0.828145348752962, 0.8658015335657624, 0.8239052403062156, 0.7500206785315486, 0.8431104182156521, 0.7578211584712797, 0.8536299471463898, 0.9324895882254213, 0.8897317884977394, 0.9304452429609766]""";0.8329321234597481;0.8659034722499721;0.8189910256041874;"""[0.8038446294094332, 0.9111572523287294, 0.7646163968524325, 0.6862260592211814, 0.7646127670015757, 0.6962183726614584, 0.7208300672368808, 0.7061790168634128, 0.7410128106283018, 0.7800884356123532, 0.8706645295442731, 0.7829768126572076, 0.713228792758794, 0.670722980979489, 0.7555138933345527, 0.7601958434602575, 0.76261389792669, 0.739535472753053, 0.6896033708894385, 0.7334224303454754, 0.6913943455659495, 0.8066354242772154, 0.8888747481696232, 0.823459877240348, 0.8726215936969842]""";0.7654499928566044;0.8178883066066139;0.7548642544339048;0.34994484588276964
28;0.3317130359625205;"""[0.8542059035628148, 0.951759050724519, 0.8474449820889415, 0.7605735827418552, 0.8704295777086951, 0.7715976868516726, 0.7650613299788643, 0.8013818612812387, 0.826473462414827, 0.8406846282660716, 0.9242452253070166, 0.8409027693233191, 0.7659023919072243, 0.7439483368108017, 0.7901816191735302, 0.8237984317127529, 0.8668889943832189, 0.8206574220269724, 0.7497860931927023, 0.8416699964981454, 0.7578129441843694, 0.8531037321265993, 0.9324153715289321, 0.8881938524521563, 0.9321170311301616]""";0.8328494510950961;0.8663843543292761;0.8193649952136929;"""[0.798580010347981, 0.9106273748630533, 0.7645808892601047, 0.6851559811970369, 0.7604052732684919, 0.6920058857857292, 0.722238051362889, 0.7016169987322851, 0.7351721695411749, 0.7772450990245116, 0.8718881765147577, 0.7874619491747955, 0.7110015068072376, 0.6610457208940576, 0.7509367016957025, 0.7606566775373562, 0.7614005515532325, 0.7384578361558146, 0.6901093565948234, 0.7417712696607395, 0.698257898335498, 0.809573001878639, 0.8922165363866127, 0.82865112068564, 0.8726375157092704]""";0.7649477421186974;0.8169686473154785;0.7529177150266494;0.3498181827287999
29;0.3305689585891544;"""[0.8567403798414477, 0.9536837432228866, 0.8500383876896389, 0.7630295510815195, 0.8726009102264266, 0.7687782711218057, 0.770510386975322, 0.8076960910815939, 0.8287892205906091, 0.8432894088097658, 0.9273347811897099, 0.8485614572806899, 0.7655144894784669, 0.7441014928787582, 0.7919015673102362, 0.8298978409002826, 0.8684108582410358, 0.8229850897116806, 0.7524446091328479, 0.8391303824351581, 0.7594611208082573, 0.8534271201309763, 0.9333270551247375, 0.8929638903398772, 0.9350153245792757]""";0.8351853372073202;0.8680806195411417;0.8215418936911765;"""[0.8012978963202496, 0.9159278385084836, 0.7600984365005141, 0.6837611241516471, 0.764305818656426, 0.6963744419357919, 0.7188161661834089, 0.7135624232829726, 0.7399581323188745, 0.7796201000492045, 0.8712108312335348, 0.784896382282073, 0.7124763177053106, 0.6616527606412652, 0.7507967741143544, 0.7521151097765628, 0.7642981352887851, 0.7368467121990722, 0.6912698211179809, 0.7437413249989381, 0.6974966334025099, 0.8068468413937817, 0.8920714924004398, 0.8300303674101218, 0.8773499223885308]""";0.7658728721704334;0.8175594631431023;0.7538619209681217;0.35047973428354817
30;0.3295885701118371;"""[0.8554576704885141, 0.9527823518507652, 0.8499678272223706, 0.7674332588551165, 0.8736529755378142, 0.7710265116602901, 0.76764659922691, 0.8059223831369076, 0.828529061108612, 0.8443470929973809, 0.9253085967907095, 0.8469644377039797, 0.7653929682442542, 0.7445808256888571, 0.7948045466576699, 0.8285239009960408, 0.8704898894319334, 0.8219582678027766, 0.7526852368931614, 0.8477044717153767, 0.7599128105753884, 0.8529022445342549, 0.9334496631315563, 0.8926591865438268, 0.9331192150434523]""";0.8354888797535167;0.8667851863265117;0.8219307448993038;"""[0.7984807675491397, 0.9121438313806822, 0.7618496862385729, 0.6826431578710042, 0.7587630329002113, 0.6814571766773996, 0.7170611780870966, 0.7044891519273966, 0.7299863477152917, 0.7740208541523625, 0.8717657195034334, 0.779109894349189, 0.7024060893514696, 0.6599072893763493, 0.7491837886147347, 0.75929008550781, 0.750731669863656, 0.7387764315499193, 0.6712418370225289, 0.7368382495573541, 0.6999645421451822, 0.8074493980534249, 0.8886184141490737, 0.8287681142326957, 0.8763555282068692]""";0.761652089439314;0.8148437299235375;0.7496115326248017;0.35261184379886445
31;0.32916076071547645;"""[0.8600336105254025, 0.9551443194851279, 0.8568900825396825, 0.7663643698188218, 0.8766366296502056, 0.7716727559196705, 0.769863524366127, 0.8084058426805294, 0.8310527255822494, 0.8485138483105946, 0.9267303744184969, 0.8461101428212427, 0.7688053350892956, 0.7482050332525699, 0.7951125487781694, 0.833237906541638, 0.8752477590993514, 0.8256647921632918, 0.7532278149469414, 0.8458817140784237, 0.7629617332005489, 0.854822505853861, 0.9348784306122665, 0.8955565568064124, 0.9366198397953315]""";0.83790560785345;0.8702378894416438;0.8243675125894546;"""[0.8011344944647758, 0.9156562977423188, 0.7658006364077143, 0.6866408972400906, 0.7675149387443269, 0.6978308463701038, 0.7215893281484288, 0.6982197671436168, 0.738831497004017, 0.7749077868037719, 0.8740317947329634, 0.7805423163231652, 0.7073615192844586, 0.6653053174867682, 0.7529005763984125, 0.7603339133140951, 0.7620134933771239, 0.736038710067033, 0.6800414060105981, 0.7415523083528068, 0.6983823331990872, 0.8042380483298414, 0.8889357241944207, 0.8306746952331678, 0.8734641784550581]""";0.7649577129931266;0.8170997030352967;0.7532936650351676;0.351149070044923
32;0.32856081521816743;"""[0.8602288296565858, 0.9543064704267875, 0.8613603008438346, 0.7738535083176851, 0.8789827962365873, 0.7739967687215464, 0.7727108899937501, 0.8107373315261588, 0.8327513086682954, 0.8500316119327025, 0.9296400945565237, 0.8494295686940991, 0.7709287194238714, 0.7513593283556907, 0.7953477687601994, 0.8365831247085389, 0.8768080976545976, 0.8264044521972181, 0.7593809545762339, 0.8506939890072979, 0.7645057874669775, 0.8560675980930149, 0.9363314684840203, 0.8958315121117285, 0.9380822231525808]""";0.840254180142661;0.871065020356889;0.8267596133717904;"""[0.8009002911980099, 0.912230874780739, 0.7607227546226992, 0.687916713785043, 0.7663099295310799, 0.6973306920722416, 0.7133077980750344, 0.6964991448842844, 0.7392781965407944, 0.7779988948431458, 0.8717848208835534, 0.786852165797817, 0.7103509793401455, 0.6623623976270121, 0.7515842127339756, 0.760124192442623, 0.765539649814361, 0.7326716843615837, 0.6805942157575603, 0.734277485392234, 0.6943265114118817, 0.8040055094914849, 0.8897570962933843, 0.8294469044251388, 0.8719933041831325]""";0.7639266568115584;0.8170316726013958;0.7529212122477454;0.35101957002421075
33;0.3282516545821459;"""[0.8564303337994154, 0.9515813078701744, 0.8465747575882054, 0.7686641533790952, 0.8792533660453655, 0.7655277484488446, 0.7693252994173501, 0.8076412303315847, 0.8306913843675029, 0.8432543831857591, 0.9275618865900273, 0.8462109858093672, 0.7672785963921196, 0.7483990540439097, 0.7946061572448512, 0.8309304644919813, 0.875198902543873, 0.8253874935564643, 0.7536770922318111, 0.8390795129674732, 0.7558646437539416, 0.8547792404982368, 0.9333135087917298, 0.8910417714402732, 0.9353799543965728]""";0.8359061291674371;0.8684923502324263;0.822830876230922;"""[0.7996637420168075, 0.9155401735411207, 0.7593136363516573, 0.6825558184406542, 0.7602125093815421, 0.6857104752688801, 0.715567842521624, 0.7027453977451007, 0.7364377230022234, 0.7753576440143605, 0.8709424124473285, 0.7805269883217019, 0.7087020814737309, 0.6650938911217256, 0.7475180686088135, 0.7574639525021204, 0.7568572078054564, 0.7311003090587211, 0.6891088450218478, 0.7337917410021043, 0.6945610680743661, 0.8035339553367317, 0.890136857662942, 0.82907886937403, 0.8664471386518985]""";0.7623187339498996;0.8147594545128728;0.7509078221915276;0.3536753882897404
34;0.3273636914909395;"""[0.8644838350271806, 0.9560626383786609, 0.8636898422204219, 0.775283568053829, 0.8875533787130946, 0.7794640580719778, 0.7769413078930222, 0.8148109075730637, 0.8389189343912415, 0.8532165814430177, 0.9334340029489171, 0.8509043562608714, 0.7737359094546624, 0.7570938473178657, 0.799061273119159, 0.8407032472869221, 0.8860401421889559, 0.8332440636505458, 0.7629447198570204, 0.8535334098001282, 0.7647055225309224, 0.8589088419142175, 0.9374922409324787, 0.8987457714829745, 0.9388832782124709]""";0.843994227148945;0.8749378172115567;0.8305968102418725;"""[0.7979835994494087, 0.9138977361993859, 0.7702222067200013, 0.6907735707982874, 0.7616108170403456, 0.6864172716506208, 0.7168120653471051, 0.6987832061857707, 0.7364980262526094, 0.7792511657094743, 0.8738385845451002, 0.7801528046559882, 0.709453761129645, 0.6647961805140479, 0.7508241065095939, 0.7710283006433123, 0.7647549913017345, 0.7386990904952174, 0.6746574979041313, 0.7496523148636595, 0.7009670064417552, 0.7995608703401058, 0.8893402585827219, 0.8239531121279193, 0.8666646824468831]""";0.7644237291141931;0.8166263741689916;0.7528302773348474;0.3516718914989324
35;0.3262544194531237;"""[0.8633611693500228, 0.9572009586516357, 0.8646390968114415, 0.777674657007575, 0.8879101453853115, 0.7788600556770653, 0.775193640247763, 0.8166276328223653, 0.8377541147939169, 0.8547162674419676, 0.9310343147649306, 0.8569408775571147, 0.7731162482743977, 0.7583866161910313, 0.7981122608158677, 0.8421734925410997, 0.8865396107003498, 0.833596258346861, 0.763262565501069, 0.8544849162646232, 0.7636887145133419, 0.8575456718215064, 0.9373423161995263, 0.8979852290601725, 0.9393425662334783]""";0.8442995758789773;0.8749419361522303;0.8309647626168465;"""[0.7998815200150418, 0.9125331116676375, 0.7581392360457937, 0.6876984879785033, 0.7658453011093742, 0.6878487554465, 0.7192020978409649, 0.6978873688753777, 0.737045965821469, 0.7737284672010961, 0.870083527021666, 0.7864293494646141, 0.7101671554718323, 0.6610859323145083, 0.7542022798847012, 0.7590825850661627, 0.7696809202843656, 0.7377775561364543, 0.6826294685027986, 0.7388262677330681, 0.687736940563028, 0.8017839371733764, 0.8910732290991468, 0.8253817589666668, 0.8756434816365108]""";0.7636557880528264;0.8164884946201445;0.7524162459600159;0.3509386853424426
36;0.32610191708752234;"""[0.8620231979500022, 0.9569562838702108, 0.8653340317460316, 0.7781661476169109, 0.8898292990754986, 0.7816985599522608, 0.7756954926619413, 0.8149997760188425, 0.8371688983651302, 0.8559312911683574, 0.9324374133757107, 0.8568777680664112, 0.7756140073019482, 0.7586659977111196, 0.7986972100189732, 0.8404371666044211, 0.88793704492484, 0.8329582755583941, 0.7658800454303519, 0.8536670316466721, 0.7699048393436297, 0.8597595723101071, 0.9375189370913823, 0.8974841658116287, 0.9403652730716112]""";0.8450403090676954;0.8749542731606301;0.831663329483946;"""[0.797587050835249, 0.9157018580998553, 0.7588689307285889, 0.6895141742482449, 0.7590400124606278, 0.6941623224878662, 0.7180025165811261, 0.7005662326833402, 0.7430625767680766, 0.7734233616468558, 0.8631655675072948, 0.7764223538657812, 0.708384039242107, 0.660316531680592, 0.7505287488403605, 0.7630185477428212, 0.7598938514922128, 0.7360694796479497, 0.6852291660034171, 0.7377402979278205, 0.6957756455162785, 0.8032075861749866, 0.8906870938250665, 0.8270888443809987, 0.8742011160484818]""";0.76326631625744;0.8161681911818077;0.7515608373056336;0.3512032674697145
37;0.3257527232047839;"""[0.866715662162853, 0.95912374423648, 0.8665452214621743, 0.783007330390753, 0.8935924134639104, 0.7830785012844867, 0.778311534804987, 0.8192110113092511, 0.8407032371679245, 0.8567518548750619, 0.9339811988838077, 0.8586455281864287, 0.77607761777599, 0.7586275636212065, 0.8010373083131942, 0.8423998674931279, 0.8913457161176791, 0.8334523097625134, 0.7621994522145042, 0.8517050713520233, 0.7709604960859628, 0.8617954031906124, 0.9389565436909773, 0.9003937122763446, 0.9394889705995685]""";0.846724290828873;0.8768262319939181;0.833633384537024;"""[0.8016393221456893, 0.9165792037577507, 0.7687242118899558, 0.6906287669714679, 0.7706999390568068, 0.6907409002371836, 0.7191390231371958, 0.7083862013522585, 0.7436595743164331, 0.7735715113484725, 0.8706713063709137, 0.7832094274708434, 0.7060440333275868, 0.6602146797854219, 0.7481571060615579, 0.7691980812291835, 0.76936534209143, 0.7464113181504486, 0.6894251483026117, 0.7265062831146495, 0.7003238543763781, 0.8052394013256788, 0.8910308627143362, 0.8272490128803245, 0.8714763738532838]""";0.7659316354107145;0.8182446836332882;0.75365860805044;0.3506065369391438
38;0.32491223052831797;"""[0.8674184127632971, 0.958251661047548, 0.8681707940414001, 0.774745097863641, 0.896490943464319, 0.7809660364685748, 0.778064523800059, 0.8190480061061695, 0.8434097093721815, 0.8570825833029756, 0.9333345886793384, 0.8554486917811136, 0.7757017646100295, 0.7601250612810558, 0.801254231315085, 0.8415657399437914, 0.895971132243793, 0.8333016534771949, 0.7630530934289007, 0.8499516940221142, 0.7672334893783133, 0.8607287203607622, 0.9390631864437058, 0.8998298598231667, 0.9399671513963824]""";0.8464071130565963;0.877049651919922;0.8332348515102947;"""[0.8006060643371462, 0.9101355717002444, 0.7625693106869782, 0.6882322670644112, 0.7567314920108706, 0.6917113780842724, 0.7173905390800582, 0.6993240631274747, 0.742621415769249, 0.7762723017511531, 0.861273168442971, 0.7819761467116632, 0.7064513852797797, 0.6604962244412318, 0.7487333546934402, 0.7549665888898669, 0.7590124679295756, 0.7376430521799142, 0.6862776822732328, 0.7388267050959778, 0.6963360839650931, 0.8058530177481604, 0.8903207761372081, 0.8262851138231172, 0.8736965817837462]""";0.7629497101202735;0.8159985980020651;0.7515984586289587;0.3530173678073305
39;0.3243341735489348;"""[0.8679087281295259, 0.9590602736385268, 0.8670186254481602, 0.783030995977082, 0.896622440461726, 0.7844104310058838, 0.7793127227660148, 0.8214497895412518, 0.8433333695312132, 0.8559328224976428, 0.9360840374043823, 0.8606119993187806, 0.7751018409816951, 0.7630826805840891, 0.8021974482190775, 0.8428763858839309, 0.8949831019999162, 0.8373390611822175, 0.7643807662243058, 0.854860269480288, 0.7714282954796784, 0.861731453617228, 0.9404084311912418, 0.9009358573634718, 0.9436162230138504]""";0.8483087220376474;0.8782466242332307;0.8350909646459324;"""[0.8002859720618982, 0.9156807374413658, 0.7682803394498922, 0.6827522207076673, 0.7637362140661724, 0.6890014150231463, 0.712350276527977, 0.6939189534682277, 0.7433171159058656, 0.7746806874216997, 0.8664746006257174, 0.7834308869513056, 0.7056522058283785, 0.6642040725225684, 0.7523365243661111, 0.7554849504015919, 0.7631724412408517, 0.7359216620179444, 0.6967192509002775, 0.7398203972262959, 0.6954041382676994, 0.8051952618601774, 0.8893680614859095, 0.8245667713785433, 0.8690613860125616]""";0.7636326617263939;0.8164978565437224;0.7518968154923452;0.35316367229156453
40;0.3240448153487637;"""[0.8693404313051196, 0.9589930222133939, 0.8741974412698412, 0.7857846793284318, 0.9008690394242332, 0.7821335123647728, 0.7828215812190411, 0.8222311354561571, 0.845878797051217, 0.8602130195270306, 0.9369086257886651, 0.8596486029055924, 0.7797668080470057, 0.7660734809199822, 0.802233546291485, 0.8502969341606104, 0.8994883919838198, 0.8414158357253144, 0.7692946186186185, 0.8600557469650314, 0.7722528499576357, 0.8620440535136886, 0.9409948853229687, 0.9032217447452542, 0.9440087931890427]""";0.8508067030917581;0.8796543018800478;0.8375463701124681;"""[0.8021607389318183, 0.9145051361670856, 0.7631415176863371, 0.6862440374372454, 0.7579207870005052, 0.6923780618676636, 0.7185109724676124, 0.6940470417986517, 0.741963194921831, 0.7767582908199537, 0.8617891302076095, 0.7823338662405147, 0.7083797140974276, 0.6626539073496114, 0.7476000251286922, 0.7645848805022954, 0.7588292590625557, 0.7362744475392929, 0.6847983458950072, 0.7441833825653281, 0.6941289889917797, 0.8037474611437296, 0.8859795173898711, 0.8208674620115484, 0.8727067772873877]""";0.7630594777804542;0.8151832196579079;0.7517711354593667;0.3532008348333089
41;0.32354558455842175;"""[0.8682349883754071, 0.9588438038606101, 0.8706146018360685, 0.7829191739770849, 0.9015508442385286, 0.7836247982827976, 0.7837566875582439, 0.8199186856016767, 0.8425404952032727, 0.8607811099417059, 0.9371386293677723, 0.8595286003264965, 0.7789144283527892, 0.7680465784366538, 0.804148474710916, 0.8452696666651673, 0.8998706230693655, 0.83860317702043, 0.7675475768973318, 0.8577016216559411, 0.7713224405328961, 0.8608120328518691, 0.9409509025005679, 0.9038494506962412, 0.942964590103513]""";0.8499781592825341;0.8796455869998917;0.8371006646544327;"""[0.8009812227114889, 0.908868723760621, 0.7630822483607004, 0.6804787100870475, 0.757620020075456, 0.6877705027921166, 0.716461452349064, 0.6988062508769202, 0.7404302859511905, 0.7737555052442527, 0.8679853289435684, 0.7847710363821266, 0.7054001846588338, 0.6624496224947788, 0.7444934116677097, 0.7565951281601879, 0.7585818479453387, 0.7336046123890222, 0.6802182525437778, 0.744589883598233, 0.6967843979063827, 0.8043153569202193, 0.8876631679597822, 0.8261319867698225, 0.8649359718772831]""";0.7618710044970369;0.8150455600966566;0.7501860604382465;0.35354778750633975
42;0.32283674368083987;"""[0.8696248723103494, 0.9596765944899903, 0.8735196317460318, 0.7853299409096213, 0.9008219735023583, 0.788171116449182, 0.7833013709775427, 0.8232494836268566, 0.8477118529128589, 0.8629796898125801, 0.9400845795528017, 0.8621603575934668, 0.7804911467001211, 0.7679566043464829, 0.8055081136108403, 0.8475526812122914, 0.900788665651761, 0.8413723146037474, 0.7681543656077611, 0.8591501716779621, 0.7728604836776428, 0.8651358056308344, 0.9408854373862032, 0.9031807946180455, 0.9451322974310554]""";0.8517920138415356;0.8815329956254649;0.83882116890399;"""[0.799768440144201, 0.9100931196710372, 0.7599493470328404, 0.685044557432617, 0.7606425018544796, 0.6901591187596924, 0.7140545267316553, 0.6955465121625971, 0.7356703530415837, 0.7714886428196835, 0.8681606415449337, 0.7821118880349094, 0.702361371429949, 0.66222593896032, 0.7485851139021081, 0.7596959344763199, 0.7619016576562615, 0.7349549538820643, 0.692984265830445, 0.7379776303151294, 0.698195591027711, 0.8070840838804587, 0.8901382628360811, 0.8259110387080781, 0.8676840481594301]""";0.7624955816117834;0.8149224917225305;0.7506257852254574;0.35476080602462656
43;0.3219689747472095;"""[0.8704922393331287, 0.9597041439714514, 0.8751075698194641, 0.7848448105567173, 0.9040314591627188, 0.7873928582011155, 0.7794994692025415, 0.8257206089829735, 0.8477471983897316, 0.8631046582779965, 0.9393231088401035, 0.8622157268553878, 0.7792439493577749, 0.7690997527337631, 0.8050705407748455, 0.8406687355176895, 0.9031896240159569, 0.8420121801840824, 0.7707215392174606, 0.8551695451776211, 0.772953700450428, 0.862672079291569, 0.9404609173619444, 0.9052191199889709, 0.9446890498901481]""";0.8516141834222233;0.8809532497112289;0.8387281031251381;"""[0.8018789515932644, 0.9104985561907007, 0.755167419710407, 0.6848898413414541, 0.7592678949161457, 0.6894133739826063, 0.7101011041004611, 0.6888063759835545, 0.7354695160946494, 0.769412206316436, 0.863014992343783, 0.7839170586445755, 0.7005620391698402, 0.655889777993044, 0.750379859810783, 0.760762983173849, 0.7557079911221387, 0.7317520245948567, 0.6792010229961902, 0.7295936942512835, 0.7000677749315138, 0.8043644645676428, 0.8884805510269554, 0.8230157887701586, 0.8664776230245714]""";0.7599237154660347;0.8119206669472905;0.7485278081578525;0.3575560662131204
44;0.3226826196348565;"""[0.872027729914252, 0.9600201186551307, 0.8797157935345156, 0.7895129012823756, 0.9064480353458004, 0.7900328672274695, 0.7838270827973329, 0.8279128910276207, 0.8514709232662288, 0.8646703826487878, 0.9394660545503646, 0.8636335813085617, 0.7819807125535461, 0.7722568063798697, 0.8066540956843644, 0.850864169690658, 0.9057713801648714, 0.8430578005210159, 0.7735092289789437, 0.8621397176496484, 0.7721347433557799, 0.8648083677084775, 0.9408988529649114, 0.9060857478331177, 0.9435769075477609]""";0.8540990757036563;0.8824138617678042;0.8412596498637175;"""[0.7991643363073444, 0.9088480699200908, 0.7636019316679631, 0.6882782882221179, 0.757599042289596, 0.6910100959080248, 0.715054085017691, 0.6943731286781154, 0.7355378924025223, 0.774367144444227, 0.8663360957047055, 0.7777745712898463, 0.7083576288009445, 0.658341193704612, 0.7482931723945665, 0.7570274858899647, 0.7588990310573566, 0.7381392160859842, 0.6804384589515712, 0.7358403360756953, 0.6943067182764726, 0.8000461625046638, 0.8850162211916913, 0.8251897602030174, 0.8647228615165814]""";0.7610625171402147;0.8136844845837694;0.7500109352816277;0.35504343839085395
45;0.3209684392550053;"""[0.8718348734450928, 0.9607222104947462, 0.8722452285145165, 0.7892633182866455, 0.9057451457059119, 0.792823018972038, 0.7788693189245693, 0.8260403194481128, 0.8499162176825182, 0.8607055715523553, 0.9401109812496418, 0.8653389945737892, 0.780198948099238, 0.7728973205377261, 0.8074418571491817, 0.8483048950712192, 0.9070127373385416, 0.8407390650751491, 0.7729772553950656, 0.8613720179099773, 0.7729947751480801, 0.8645906880426497, 0.9412334451219335, 0.9056005036240118, 0.9454693643579899]""";0.8533779228688281;0.8825964989952223;0.8404511051271477;"""[0.7974359976425859, 0.9125908733842748, 0.762701186809721, 0.6833544116675269, 0.7562507126360837, 0.6881460244012051, 0.7162001801413299, 0.6946142405270125, 0.7350483605377202, 0.7719348914363577, 0.8676659253089228, 0.77721732167576, 0.7091890097820905, 0.6620921737389912, 0.7514439621044451, 0.7525088272235622, 0.7602082220108, 0.7330989228231678, 0.6865718214907659, 0.7494337568309801, 0.6909863771871195, 0.8009011258398402, 0.8910476943424145, 0.8257034515464927, 0.8671363096248514]""";0.7617392712285609;0.8130412869579022;0.7501589838970459;0.3562328580868074
46;0.32038394668978504;"""[0.8712678962342195, 0.9617763483591459, 0.8723098301518739, 0.7882906526215239, 0.9090152220517409, 0.790426060946927, 0.7841929927258949, 0.8293477128926267, 0.8528214460549257, 0.8623627539209178, 0.9396458077637672, 0.8661826510184232, 0.7814027763104967, 0.77367613857985, 0.8070133708120683, 0.8537898136860428, 0.9085959671480432, 0.8442632116725527, 0.7749411614675419, 0.8616954443192503, 0.7755932353327648, 0.8649478573986067, 0.9423978911172237, 0.9047728431472051, 0.9453500342521152]""";0.8546431647994299;0.8837119468063226;0.8415427450920034;"""[0.7965993045194205, 0.9081743893486148, 0.756431513134029, 0.6847399993942165, 0.7500028122944862, 0.6918311139704221, 0.7163408376007815, 0.6946825798945373, 0.7358998430054503, 0.7720232589294986, 0.8659412655012476, 0.7819993599899892, 0.6987376847290641, 0.6550779691422937, 0.7462175120360823, 0.755432368584847, 0.7524371612133478, 0.7324182158379411, 0.6732134708647713, 0.7446709973733501, 0.6894226237727552, 0.8049084484964542, 0.890003730380581, 0.8226038142604626, 0.8634823128065797]""";0.7593317034832487;0.8117047119971227;0.7477555371051752;0.35635997234062916
